reservation_id,customer_id,theatre_id,movie_id,payment_id,booking_time_id,show_time_id,theatre_screen,seat_type,seats_booked,ticket_unit_price,base_amount,convenience_fee,tax_amount,discount_amount,quoted_total_amount,realized_total_amount,reservation_status,payment_status,booking_channel,promo_code
441,317,5,28,17,202507250930,202508161000,7,Premium,6,215,1290,48.7,240.97,0.0,1579.67,1579.67,Confirmed,Success,Android,
442,375,21,16,20,202507031230,202507282230,7,Regular,3,340,1020,40.6,190.91,0.0,1251.51,1251.51,Confirmed,Success,Web,
443,121,1,42,20,202501110930,202501232330,6,Premium,1,195,195,15.85,37.95,0.0,248.8,0.0,Cancelled,Failed,Web,
444,63,18,54,16,202410132200,202410291930,1,IMAX,2,600,1200,46.0,224.28,0.0,1470.28,1470.28,Confirmed,Success,iOS,MOVIE10
445,301,11,59,2,202506211800,202506251900,4,Regular,4,350,1400,52.0,261.36,0.0,1713.36,0.0,Cancelled,Refunded,Web,
446,395,5,53,6,202502061800,202502082000,1,Regular,1,210,210,16.3,40.73,0.0,267.03,267.03,Confirmed,Success,iOS,
447,200,24,22,17,202501152130,202502091400,1,Regular,1,390,390,21.7,74.11,0.0,485.81,485.81,Confirmed,Success,Web,WEEKEND25
448,437,9,47,13,202508081400,202508152300,8,Regular,5,200,1000,40.0,169.2,100.0,1109.2,1109.2,Confirmed,Success,Web,WELCOME50
449,66,11,17,20,202412170930,202412271900,1,Premium,3,455,1365,50.95,254.87,0.0,1670.82,1670.82,Confirmed,Success,iOS,
450,439,16,14,20,202411041700,202411191500,4,Regular,1,255,255,17.65,49.08,0.0,321.73,321.73,Confirmed,Success,Web,
451,167,20,30,16,202410252030,202411162230,2,Regular,5,340,1700,61.0,289.98,150.0,1900.98,0.0,Cancelled,Success,Web,FESTIVE150
452,196,19,10,7,202508182200,202508211300,6,Regular,4,185,740,32.2,139.0,0.0,911.2,911.2,Confirmed,Success,Web,
453,212,9,24,15,202411082230,202411121300,6,Recliner,3,325,975,39.25,182.56,0.0,1196.81,1196.81,Confirmed,Success,Android,
454,40,1,8,15,202506192330,202506282100,7,Regular,3,190,570,27.1,107.48,0.0,704.58,704.58,Confirmed,Success,iOS,
455,485,17,46,18,202410152030,202410181530,9,Regular,5,335,1675,60.25,312.34,0.0,2047.59,0.0,Cancelled,Refunded,Web,
456,78,18,43,13,202505111530,202505242130,1,Regular,5,330,1650,59.5,280.71,150.0,1840.21,1840.21,Confirmed,Success,Web,
457,424,23,31,2,202508011930,202508021330,7,Regular,2,380,760,32.8,142.7,0.0,935.5,935.5,Confirmed,Success,Android,
458,382,19,26,16,202506211530,202506240930,3,Recliner,5,295,1475,54.25,248.72,147.5,1630.47,1630.47,Confirmed,Success,Web,
459,57,16,45,3,202506291300,202507271730,2,Regular,1,255,255,17.65,49.08,0.0,321.73,321.73,Confirmed,Success,Android,WEEKEND25
460,105,13,9,9,202508042100,202508171000,3,Recliner,2,310,620,28.6,116.75,0.0,765.35,765.35,Confirmed,Success,Web,
461,455,2,2,17,202507201000,202508171330,7,Regular,5,200,1000,40.0,187.2,0.0,1227.2,1227.2,Confirmed,Success,iOS,
462,316,23,3,14,202408031130,202408201300,6,Recliner,1,605,605,28.15,113.97,0.0,747.12,747.12,Confirmed,Success,iOS,
463,415,12,47,10,202507281700,202508101130,1,Regular,2,200,400,22.0,75.96,0.0,497.96,497.96,Confirmed,Success,Web,
464,300,14,60,11,202506101930,202507052230,7,Recliner,2,800,1600,58.0,271.44,150.0,1779.44,1779.44,Confirmed,Success,Android,
465,57,19,32,11,202406101300,202407041700,4,Premium,2,265,530,25.9,90.52,53.0,593.42,593.42,Confirmed,Success,Web,
466,44,16,16,16,202507122130,202508082300,4,Regular,2,230,460,23.8,78.8,46.0,516.6,516.6,Confirmed,Success,Android,
467,470,22,38,12,202507231630,202508132000,7,Recliner,1,320,320,19.6,61.13,0.0,400.73,0.0,Cancelled,Refunded,Android,
468,281,21,51,11,202505181800,202505282300,1,IMAX,2,495,990,39.7,185.35,0.0,1215.05,1215.05,Confirmed,Success,Android,
469,333,7,1,18,202502131000,202502192030,1,Regular,5,285,1425,52.75,266.0,0.0,1743.75,1743.75,Confirmed,Success,Android,
470,437,6,54,2,202411121830,202411291330,7,Regular,4,370,1480,54.4,276.19,0.0,1810.59,1810.59,Confirmed,Success,Android,
471,455,7,35,6,202507161000,202507181800,4,IMAX,5,515,2575,87.25,479.2,0.0,3141.45,0.0,Cancelled,Refunded,Web,
472,215,18,51,10,202502122230,202503021900,6,Premium,6,430,2580,87.4,453.13,150.0,2970.53,2970.53,Confirmed,Success,Web,
473,284,10,15,5,202504182200,202505141830,3,Premium,4,270,1080,42.4,202.03,0.0,1324.43,1324.43,Confirmed,Success,Android,FIRST100
474,329,1,6,13,202412052100,202501012300,9,Regular,4,150,600,28.0,113.04,0.0,741.04,0.0,Cancelled,Refunded,iOS,
475,361,8,21,18,202506261500,202506271830,3,Regular,5,500,2500,85.0,465.3,0.0,3050.3,3050.3,Confirmed,Success,Android,
476,222,8,51,8,202411281100,202412091930,3,IMAX,1,895,895,36.85,167.73,0.0,1099.58,1099.58,Confirmed,Success,Web,FIRST100
477,339,5,45,13,202504281130,202504292130,1,Regular,5,210,1050,41.5,177.57,105.0,1164.07,1164.07,Confirmed,Success,Android,
478,407,11,52,10,202410182030,202410241200,4,Regular,4,280,1120,43.6,209.45,0.0,1373.05,1373.05,Confirmed,Success,Android,
479,325,22,38,8,202404132230,202405111800,5,Regular,6,200,1200,46.0,224.28,0.0,1470.28,1470.28,Confirmed,Success,Android,
480,24,22,52,18,202506051730,202506252100,3,Premium,4,260,1040,41.2,194.62,0.0,1275.82,1275.82,Confirmed,Success,Web,MOVIE10
481,85,23,38,3,202504141700,202504192000,1,Regular,1,475,475,24.25,89.86,0.0,589.11,0.0,Cancelled,Failed,Android,
482,67,2,36,20,202409101630,202409281930,2,Regular,3,250,750,32.5,127.35,75.0,834.85,834.85,Confirmed,Success,Android,
483,372,17,48,12,202505221900,202505241800,4,Premium,3,495,1485,54.55,250.39,148.5,1641.44,1641.44,Confirmed,Success,iOS,WEEKEND25
484,226,20,49,18,202407081600,202407161900,4,Regular,2,340,680,30.4,115.63,68.0,758.03,758.03,Confirmed,Success,Web,
485,278,23,14,5,202507241400,202507302000,3,Regular,3,475,1425,52.75,266.0,0.0,1743.75,1743.75,Confirmed,Success,Android,
486,336,17,34,16,202408181700,202408201500,9,Regular,3,335,1005,40.15,170.04,100.5,1114.69,1114.69,Confirmed,Success,iOS,MOVIE10
487,276,4,60,20,202412232200,202501111830,4,Recliner,1,520,520,25.6,98.21,0.0,643.81,643.81,Confirmed,Success,iOS,MOVIE10
488,146,8,47,9,202506041330,202506271900,3,Regular,1,500,500,25.0,94.5,0.0,619.5,619.5,Confirmed,Success,Web,
489,57,17,27,18,202408171800,202408210930,6,Regular,6,305,1830,64.9,341.08,0.0,2235.98,2235.98,Confirmed,Success,iOS,FESTIVE150
490,477,22,8,19,202507251100,202507292100,6,IMAX,5,360,1800,64.0,335.52,0.0,2199.52,2199.52,Confirmed,Success,Web,
491,333,9,49,13,202406261000,202407021930,5,Regular,2,250,500,25.0,94.5,0.0,619.5,619.5,Confirmed,Success,iOS,
492,28,21,10,13,202508210930,202508211000,2,Regular,3,275,825,34.75,154.75,0.0,1014.5,1014.5,Confirmed,Success,Web,
493,327,21,32,16,202412261200,202501102030,10,Regular,4,340,1360,50.8,253.94,0.0,1664.74,1664.74,Confirmed,Success,Android,
494,25,3,35,3,202506141500,202507052230,3,Regular,3,320,960,38.8,179.78,0.0,1178.58,1178.58,Confirmed,Success,Android,WELCOME50
495,395,20,32,15,202406250900,202407101730,1,Regular,1,300,300,19.0,57.42,0.0,376.42,376.42,Confirmed,Success,iOS,
496,331,17,28,2,202507221630,202507301300,3,Recliner,4,485,1940,68.2,361.48,0.0,2369.68,2369.68,Confirmed,Success,Android,
497,323,25,17,15,202506181530,202507171930,8,Regular,6,480,2880,96.4,535.75,0.0,3512.15,3512.15,Confirmed,Success,Web,
498,484,10,49,12,202503172200,202503241130,2,IMAX,6,295,1770,63.1,329.96,0.0,2163.06,2163.06,Confirmed,Success,Android,MOVIE10
499,65,1,20,3,202503241830,202504041000,9,Premium,1,195,195,15.85,37.95,0.0,248.8,248.8,Confirmed,Success,Android,
500,89,5,32,1,202501271930,202502071800,2,Regular,4,210,840,35.2,157.54,0.0,1032.74,1032.74,Confirmed,Success,Web,MOVIE10
501,207,12,47,17,202506101900,202506251530,1,Premium,5,285,1425,52.75,266.0,0.0,1743.75,1743.75,Confirmed,Success,Android,
502,480,20,59,13,202506011930,202506230900,4,Regular,3,275,825,34.75,154.75,0.0,1014.5,1014.5,Confirmed,Success,Android,
503,85,3,17,4,202411221130,202412162200,7,Regular,4,320,1280,48.4,239.11,0.0,1567.51,1567.51,Confirmed,Success,Android,
504,480,6,20,5,202504301230,202505061800,5,Regular,3,465,1395,51.85,260.43,0.0,1707.28,0.0,Cancelled,Refunded,Android,
505,478,22,41,14,202409092000,202409131400,7,Regular,6,175,1050,41.5,196.47,0.0,1287.97,1287.97,Confirmed,Success,iOS,
506,175,21,1,19,202501281730,202502172030,8,Regular,5,340,1700,61.0,316.98,0.0,2077.98,2077.98,Confirmed,Success,iOS,FESTIVE150
507,227,4,44,17,202507311500,202508062030,4,Recliner,6,520,3120,103.6,553.25,150.0,3626.85,3626.85,Confirmed,Success,Android,WELCOME50
508,280,4,15,2,202507081500,202507151830,6,Regular,6,325,1950,68.5,363.33,0.0,2381.83,2381.83,Confirmed,Success,Web,
509,412,21,46,18,202504081030,202504221530,10,Regular,4,300,1200,46.0,224.28,0.0,1470.28,1470.28,Confirmed,Success,Android,
510,191,17,16,13,202507141830,202507231530,3,Regular,1,335,335,20.05,63.91,0.0,418.96,418.96,Confirmed,Success,Web,
511,302,21,23,5,202503021030,202503231830,5,IMAX,3,615,1845,65.35,343.86,0.0,2254.21,0.0,Cancelled,Refunded,Web,
512,393,6,53,6,202501181200,202501191530,6,Premium,2,530,1060,41.8,198.32,0.0,1300.12,1300.12,Confirmed,Success,Web,
513,28,11,2,7,202506211700,202506280900,3,Premium,1,365,365,20.95,69.47,0.0,455.42,455.42,Confirmed,Success,Web,WEEKEND25
514,25,10,29,14,202405202230,202405301630,2,Recliner,5,290,1450,53.5,270.63,0.0,1774.13,1774.13,Confirmed,Success,Web,
515,415,5,33,7,202506182000,202506221830,8,Recliner,1,330,330,19.9,62.98,0.0,412.88,412.88,Confirmed,Success,Android,WELCOME50
516,117,5,28,12,202507252130,202508180900,4,Premium,5,215,1075,42.25,201.1,0.0,1318.35,1318.35,Confirmed,Success,iOS,FESTIVE150
517,233,7,5,13,202411130900,202411182100,1,Premium,1,370,370,21.1,70.4,0.0,461.5,461.5,Confirmed,Success,Web,
518,324,7,40,5,202504231830,202505171300,1,Regular,2,230,460,23.8,78.8,46.0,516.6,516.6,Confirmed,Success,Web,
519,290,20,31,13,202505181130,202505301930,1,Regular,2,340,680,30.4,127.87,0.0,838.27,838.27,Confirmed,Success,Web,
520,219,21,54,12,202501212230,202501262100,2,Premium,4,445,1780,63.4,304.81,150.0,1998.21,1998.21,Confirmed,Success,Android,
521,117,2,10,15,202507171830,202507261930,6,Recliner,5,405,2025,70.75,377.24,0.0,2472.99,0.0,Confirmed,Failed,Android,
522,328,1,55,14,202412110900,202501041830,9,Recliner,6,300,1800,64.0,308.52,150.0,2022.52,2022.52,Confirmed,Success,iOS,WEEKEND25
523,372,22,26,7,202410051930,202410291030,7,Regular,6,160,960,38.8,179.78,0.0,1178.58,1178.58,Confirmed,Success,Web,
524,479,5,51,12,202501111700,202501211430,5,Regular,5,185,925,37.75,156.64,92.5,1026.89,1026.89,Confirmed,Success,Android,
525,98,1,36,6,202403231230,202403232300,1,Premium,4,195,780,33.4,132.37,78.0,867.77,0.0,Confirmed,Refunded,iOS,
526,283,7,49,3,202507101900,202508021400,3,Regular,1,250,250,17.5,43.65,25.0,286.15,286.15,Confirmed,Success,iOS,
527,300,15,38,20,202505092200,202505092330,2,Regular,5,375,1875,66.25,349.43,0.0,2290.68,0.0,Cancelled,Failed,Web,
528,150,10,37,12,202407141400,202407181330,4,Regular,2,165,330,19.9,62.98,0.0,412.88,412.88,Confirmed,Success,Web,WEEKEND25
529,278,22,15,2,202506111900,202507011630,4,Regular,5,175,875,36.25,164.03,0.0,1075.28,1075.28,Confirmed,Success,Web,
530,120,24,32,15,202410231530,202410281830,2,Premium,1,575,575,27.25,108.41,0.0,710.66,0.0,Cancelled,Refunded,Web,
531,264,22,28,9,202507301400,202508040900,2,Regular,1,160,160,14.8,31.46,0.0,206.26,206.26,Confirmed,Success,Web,
532,252,5,20,13,202506051400,202506282200,2,Regular,2,210,420,22.6,79.67,0.0,522.27,522.27,Confirmed,Success,iOS,
533,120,2,59,5,202505260900,202506202030,7,Regular,1,250,250,17.5,48.15,0.0,315.65,315.65,Confirmed,Success,Web,
534,438,23,22,17,202411031400,202411101600,9,Premium,6,540,3240,107.2,602.5,0.0,3949.7,3949.7,Confirmed,Success,Web,
535,362,7,36,1,202406041300,202406121630,2,Recliner,2,400,800,34.0,135.72,80.0,889.72,889.72,Confirmed,Success,Web,
536,430,3,54,15,202502221030,202502221930,3,Premium,1,415,415,22.45,78.74,0.0,516.19,516.19,Confirmed,Success,iOS,
537,263,22,56,10,202504091630,202505010900,2,Recliner,1,260,260,17.8,50.0,0.0,327.8,327.8,Confirmed,Success,Web,
538,277,19,9,10,202504112130,202504112130,2,Regular,3,230,690,30.7,129.73,0.0,850.43,850.43,Confirmed,Success,Web,
539,144,5,44,20,202504051530,202504212030,3,Premium,4,270,1080,42.4,182.59,108.0,1196.99,1196.99,Confirmed,Success,iOS,
540,128,2,41,14,202501050900,202501111030,1,Regular,4,200,800,34.0,135.72,80.0,889.72,889.72,Confirmed,Success,iOS,
541,378,23,54,17,202503271230,202503272000,7,Premium,4,615,2460,83.8,457.88,0.0,3001.68,3001.68,Confirmed,Success,Android,
542,370,6,3,13,202403081630,202403281630,2,Regular,3,410,1230,46.9,229.84,0.0,1506.74,1506.74,Confirmed,Success,Web,
543,254,3,6,15,202505031530,202505261800,7,Regular,6,320,1920,67.6,357.77,0.0,2345.37,2345.37,Confirmed,Success,Android,MOVIE10
544,159,9,32,4,202410272200,202411031030,9,Recliner,5,325,1625,58.75,303.07,0.0,1986.82,1986.82,Confirmed,Success,Web,MOVIE10
545,115,6,56,8,202505101330,202505241700,8,Recliner,2,655,1310,49.3,244.67,0.0,1603.97,1603.97,Confirmed,Success,Web,
546,25,24,50,6,202505311430,202506022130,3,Recliner,2,710,1420,52.6,265.07,0.0,1737.67,1737.67,Confirmed,Success,iOS,
547,262,14,48,15,202405031230,202405042000,6,Regular,5,500,2500,85.0,465.3,0.0,3050.3,0.0,Cancelled,Refunded,Web,
548,234,5,48,3,202410241730,202410291900,7,Premium,3,270,810,34.3,151.97,0.0,996.27,996.27,Confirmed,Success,Web,
549,145,11,33,6,202506151930,202507121830,2,Recliner,2,560,1120,43.6,209.45,0.0,1373.05,1373.05,Confirmed,Success,Android,WELCOME50
550,494,9,19,7,202412111830,202412242100,2,Premium,6,330,1980,69.4,368.89,0.0,2418.29,2418.29,Confirmed,Success,Web,
551,25,25,13,4,202412142300,202412162130,4,Premium,6,620,3720,121.6,664.49,150.0,4356.09,4356.09,Confirmed,Success,iOS,
552,306,8,23,5,202505021430,202505081900,8,Premium,5,645,3225,106.75,572.72,150.0,3754.47,3754.47,Confirmed,Success,Android,
553,153,5,22,17,202501091800,202501112230,3,Regular,3,210,630,28.9,118.6,0.0,777.5,777.5,Confirmed,Success,Android,FESTIVE150
554,13,2,43,17,202506181530,202507161700,1,Regular,6,220,1320,49.6,246.53,0.0,1616.13,1616.13,Confirmed,Success,Web,WEEKEND25
555,263,19,48,3,202502021300,202502061700,1,Regular,4,205,820,34.6,139.07,82.0,911.67,911.67,Confirmed,Success,Android,
556,362,24,10,1,202506291230,202507231930,3,Recliner,5,710,3550,116.5,659.97,0.0,4326.47,4326.47,Confirmed,Success,Web,MOVIE10
557,352,25,37,2,202411111330,202411122100,6,Premium,4,620,2480,84.4,461.59,0.0,3025.99,3025.99,Confirmed,Success,Web,WEEKEND25
558,308,10,14,15,202504251600,202505061330,3,Premium,1,215,215,16.45,41.66,0.0,273.11,273.11,Confirmed,Success,Web,
559,127,11,33,9,202503241430,202504011500,2,Regular,2,310,620,28.6,116.75,0.0,765.35,765.35,Confirmed,Success,Web,
560,94,2,31,4,202507201830,202507251230,5,Premium,1,265,265,17.95,50.93,0.0,333.88,333.88,Confirmed,Success,Android,
561,165,24,16,4,202507221330,202508061100,1,Regular,6,355,2130,73.9,396.7,0.0,2600.6,2600.6,Confirmed,Success,Android,
562,162,1,1,14,202501261530,202502242130,10,Regular,5,190,950,38.5,160.83,95.0,1054.33,0.0,Confirmed,Failed,Web,
563,185,2,5,17,202412112200,202412232100,2,Regular,6,250,1500,55.0,279.9,0.0,1834.9,1834.9,Confirmed,Success,Web,
564,62,11,8,9,202504152130,202504261300,4,Regular,2,280,560,26.8,105.62,0.0,692.42,692.42,Confirmed,Success,Android,
565,436,4,10,14,202507151630,202507262130,3,Premium,6,420,2520,85.6,442.01,150.0,2897.61,2897.61,Confirmed,Success,Web,WEEKEND25
566,71,15,45,17,202411112000,202412041400,8,Regular,1,415,415,22.45,71.27,41.5,467.22,467.22,Confirmed,Success,Web,WELCOME50
567,11,18,18,2,202501161330,202501171630,4,Recliner,4,470,1880,66.4,350.35,0.0,2296.75,2296.75,Confirmed,Success,Android,
568,62,17,45,7,202501272300,202502031330,4,Regular,6,305,1830,64.9,341.08,0.0,2235.98,2235.98,Confirmed,Success,iOS,
569,148,14,55,13,202505281500,202506031900,2,Regular,2,500,1000,40.0,169.2,100.0,1109.2,1109.2,Confirmed,Success,Web,FESTIVE150
570,327,4,60,9,202505091830,202505121230,6,IMAX,3,470,1410,52.3,263.21,0.0,1725.51,0.0,Confirmed,Failed,Android,
571,110,25,29,7,202505152300,202506061600,7,Regular,1,420,420,22.6,79.67,0.0,522.27,522.27,Confirmed,Success,Android,
572,450,7,1,7,202506301700,202507261400,1,IMAX,5,450,2250,77.5,418.95,0.0,2746.45,2746.45,Confirmed,Success,Web,
573,309,17,40,7,202502031330,202502051400,4,Regular,2,335,670,30.1,126.02,0.0,826.12,826.12,Confirmed,Success,iOS,FESTIVE150
574,117,2,25,6,202503260930,202503311930,4,IMAX,5,455,2275,78.25,423.58,0.0,2776.83,2776.83,Confirmed,Success,Android,
575,443,17,11,12,202506071030,202506202100,7,Regular,6,380,2280,78.4,397.51,150.0,2605.91,0.0,Confirmed,Refunded,Web,
576,360,18,34,19,202503191500,202504111500,5,Regular,6,295,1770,63.1,329.96,0.0,2163.06,2163.06,Confirmed,Success,iOS,
577,13,11,25,8,202411101500,202412072030,3,Premium,2,455,910,37.3,170.51,0.0,1117.81,1117.81,Confirmed,Success,Web,
578,355,19,2,3,202504071830,202504231430,2,Regular,6,205,1230,46.9,229.84,0.0,1506.74,1506.74,Confirmed,Success,Android,FESTIVE150
579,384,8,38,15,202409222200,202410040930,9,Regular,3,400,1200,46.0,224.28,0.0,1470.28,1470.28,Confirmed,Success,Android,
580,178,24,51,5,202412171130,202412252000,3,Regular,6,440,2640,89.2,491.26,0.0,3220.46,3220.46,Confirmed,Success,Android,
581,287,15,10,20,202507212300,202507251230,1,Regular,1,375,375,21.25,64.58,37.5,423.33,423.33,Confirmed,Success,iOS,
582,85,17,49,12,202501092130,202501121830,2,Recliner,5,610,3050,101.5,540.27,150.0,3541.77,3541.77,Confirmed,Success,Web,WELCOME50
583,318,11,59,10,202506022230,202506051330,3,Regular,1,280,280,18.4,53.71,0.0,352.11,352.11,Confirmed,Success,iOS,WELCOME50
584,419,15,18,6,202504051830,202504281930,9,Regular,4,470,1880,66.4,323.35,150.0,2119.75,0.0,Confirmed,Failed,iOS,
585,181,5,18,10,202504221800,202504282200,6,Recliner,3,330,990,39.7,185.35,0.0,1215.05,1215.05,Confirmed,Success,Android,
586,401,18,14,4,202507131630,202508101430,8,Regular,5,295,1475,54.25,248.72,147.5,1630.47,1630.47,Confirmed,Success,Web,
587,64,8,8,13,202506200930,202506231800,3,Regular,3,500,1500,55.0,279.9,0.0,1834.9,1834.9,Confirmed,Success,Web,
588,57,1,49,18,202503111500,202503292030,8,Regular,2,190,380,21.4,72.25,0.0,473.65,473.65,Confirmed,Success,Android,MOVIE10
589,166,16,46,19,202408181730,202409152000,2,Recliner,2,460,920,37.6,155.81,92.0,1021.41,1021.41,Confirmed,Success,Web,WELCOME50
590,233,12,42,20,202501041300,202501082230,4,Regular,1,250,250,17.5,48.15,0.0,315.65,315.65,Confirmed,Success,Web,MOVIE10
591,128,15,43,17,202408231400,202409091200,9,Regular,2,375,750,32.5,140.85,0.0,923.35,923.35,Confirmed,Success,Web,
592,97,5,35,19,202506091530,202507071030,5,Regular,2,165,330,19.9,62.98,0.0,412.88,412.88,Confirmed,Success,iOS,
593,304,24,58,8,202506222330,202507051930,2,Premium,3,575,1725,61.75,321.62,0.0,2108.37,2108.37,Confirmed,Success,Android,WEEKEND25
594,178,2,5,10,202409082330,202410021230,4,Regular,3,200,600,28.0,113.04,0.0,741.04,741.04,Confirmed,Success,Web,WELCOME50
595,60,7,1,1,202502132230,202502191800,5,Regular,3,285,855,35.65,160.32,0.0,1050.97,0.0,Confirmed,Failed,iOS,MOVIE10
596,80,12,54,4,202506062130,202506271400,1,Regular,6,220,1320,49.6,222.77,132.0,1460.37,1460.37,Confirmed,Success,Web,
597,4,18,55,13,202507251400,202508151830,8,Regular,3,330,990,39.7,185.35,0.0,1215.05,1215.05,Confirmed,Success,iOS,
598,365,16,49,4,202501121300,202502041030,1,Regular,4,230,920,37.6,172.37,0.0,1129.97,1129.97,Confirmed,Success,Android,FIRST100
599,386,23,44,5,202506161000,202506231600,9,Premium,3,540,1620,58.6,302.15,0.0,1980.75,1980.75,Confirmed,Success,Web,
600,419,5,21,8,202506212030,202507111730,1,Regular,4,185,740,32.2,139.0,0.0,911.2,911.2,Confirmed,Success,Web,WELCOME50
601,311,4,40,20,202410071700,202410091100,7,Regular,5,260,1300,49.0,219.42,130.0,1438.42,1438.42,Confirmed,Success,Web,
602,97,21,22,6,202506171400,202506201830,7,Regular,4,340,1360,50.8,253.94,0.0,1664.74,1664.74,Confirmed,Success,iOS,MOVIE10
603,74,3,60,3,202412112330,202501011430,1,Regular,6,280,1680,60.4,313.27,0.0,2053.67,0.0,Cancelled,Failed,Android,MOVIE10
604,13,21,10,8,202508051530,202508141230,5,Regular,4,275,1100,43.0,185.94,110.0,1218.94,1218.94,Confirmed,Success,Android,
605,165,15,31,2,202505181400,202505201330,5,Premium,5,490,2450,83.5,456.03,0.0,2989.53,2989.53,Confirmed,Success,Android,WELCOME50
606,177,5,36,1,202408051730,202408052300,9,Regular,5,165,825,34.75,154.75,0.0,1014.5,1014.5,Confirmed,Success,Android,FESTIVE150
607,483,25,37,7,202504251730,202505022300,8,Recliner,5,610,3050,101.5,567.27,0.0,3718.77,3718.77,Confirmed,Success,Web,
608,174,20,33,5,202506262230,202507181800,6,Regular,6,340,2040,71.2,353.02,150.0,2314.22,2314.22,Confirmed,Success,Android,WELCOME50
609,164,9,56,13,202506111130,202506282230,2,Regular,4,250,1000,40.0,169.2,100.0,1109.2,1109.2,Confirmed,Success,Android,
610,315,20,16,12,202507110930,202508091630,3,Recliner,2,480,960,38.8,179.78,0.0,1178.58,1178.58,Confirmed,Success,Android,
611,179,20,39,6,202406301630,202407111330,2,Regular,2,275,550,26.5,103.77,0.0,680.27,680.27,Confirmed,Success,Web,
612,23,23,9,4,202503241030,202504082200,8,Regular,4,475,1900,67.0,354.06,0.0,2321.06,0.0,Confirmed,Failed,iOS,
613,382,18,54,20,202507271300,202507282000,8,IMAX,6,600,3600,118.0,669.24,0.0,4387.24,4387.24,Confirmed,Success,Android,
614,154,19,5,2,202501122300,202501181700,1,Recliner,2,325,650,29.5,122.31,0.0,801.81,801.81,Confirmed,Success,iOS,
615,328,1,19,10,202503251930,202504062230,7,Regular,6,190,1140,44.2,213.16,0.0,1397.36,1397.36,Confirmed,Success,Android,WEEKEND25
616,4,9,26,14,202412241100,202412301500,9,Regular,1,220,220,16.6,38.63,22.0,253.23,253.23,Confirmed,Success,Android,MOVIE10
617,424,20,45,12,202504031400,202504182230,1,Regular,5,340,1700,61.0,316.98,0.0,2077.98,2077.98,Confirmed,Success,Web,
618,255,4,31,3,202506281200,202507060900,7,Regular,3,260,780,33.4,146.41,0.0,959.81,959.81,Confirmed,Success,Web,
619,430,6,43,20,202503101400,202503310930,2,Regular,6,370,2220,76.6,413.39,0.0,2709.99,0.0,Confirmed,Refunded,Web,
620,372,2,38,14,202407191730,202407291330,2,Regular,6,200,1200,46.0,224.28,0.0,1470.28,1470.28,Confirmed,Success,Web,WELCOME50
621,389,22,36,3,202410201700,202411101900,3,IMAX,6,360,2160,74.8,375.26,150.0,2460.06,0.0,Cancelled,Refunded,Android,
622,221,13,31,15,202505031130,202505272130,8,Regular,1,240,240,17.2,46.3,0.0,303.5,303.5,Confirmed,Success,Web,
623,118,12,24,19,202507032300,202507231130,1,Regular,4,200,800,34.0,150.12,0.0,984.12,984.12,Confirmed,Success,Web,
624,52,8,44,3,202506051730,202506111330,4,Regular,1,400,400,22.0,75.96,0.0,497.96,497.96,Confirmed,Success,Android,WEEKEND25
625,278,20,20,16,202507272230,202508161230,6,Premium,4,355,1420,52.6,265.07,0.0,1737.67,1737.67,Confirmed,Success,Android,
626,93,22,14,4,202504051330,202504051330,6,Regular,2,160,320,19.6,61.13,0.0,400.73,400.73,Confirmed,Success,Web,
627,428,9,37,8,202503302000,202504082000,8,Recliner,3,405,1215,46.45,205.19,121.5,1345.14,1345.14,Confirmed,Success,Web,
628,318,8,4,17,202504061730,202505042100,5,Regular,3,500,1500,55.0,279.9,0.0,1834.9,1834.9,Confirmed,Success,Android,
629,387,23,3,8,202411211730,202412201230,2,Regular,4,380,1520,55.6,283.61,0.0,1859.21,0.0,Cancelled,Refunded,Web,
630,117,8,13,9,202504121230,202504292300,1,Regular,3,400,1200,46.0,202.68,120.0,1328.68,1328.68,Confirmed,Success,Web,
631,252,12,57,4,202506261200,202506261530,1,Recliner,3,350,1050,41.5,196.47,0.0,1287.97,0.0,Cancelled,Success,iOS,
632,237,4,4,3,202406270930,202407151430,9,Premium,6,370,2220,76.6,413.39,0.0,2709.99,2709.99,Confirmed,Success,iOS,
633,364,16,48,4,202410231730,202410242230,4,Regular,6,290,1740,62.2,297.4,150.0,1949.6,1949.6,Confirmed,Success,Web,
634,303,9,43,17,202406161130,202406212200,1,Regular,3,250,750,32.5,140.85,0.0,923.35,923.35,Confirmed,Success,Web,
635,188,1,37,6,202407271930,202408011400,11,Recliner,1,265,265,17.95,46.16,26.5,302.61,0.0,Cancelled,Refunded,iOS,WEEKEND25
636,398,17,12,7,202504302330,202505041200,5,Premium,4,395,1580,57.4,294.73,0.0,1932.13,1932.13,Confirmed,Success,Web,
637,325,6,27,16,202409302000,202410251030,2,Regular,4,370,1480,54.4,249.55,148.0,1635.95,0.0,Cancelled,Success,Android,
638,264,20,59,19,202506102000,202507052100,6,Regular,6,340,2040,71.2,380.02,0.0,2491.22,2491.22,Confirmed,Success,Web,FESTIVE150
639,381,24,56,7,202506061230,202506150930,1,Regular,5,355,1775,63.25,330.88,0.0,2169.13,2169.13,Confirmed,Success,Android,
640,163,17,39,20,202501312300,202502161800,9,Regular,3,380,1140,44.2,213.16,0.0,1397.36,1397.36,Confirmed,Success,Web,
